"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MDV","Maldives","2011","2011",1.78606,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MDV","Maldives","2012","2012",1.50507,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MDV","Maldives","2013","2013",1.71223,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MDV","Maldives","2014","2014",1.67535,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MDV","Maldives","2015","2015",1.75455,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MDV","Maldives","2016","2016",1.75882,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2010","2010",825.20286,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2011","2011",1260.25748,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2012","2012",1958.37068,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2013","2013",878.63905,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2014","2014",811.17472,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2015","2015",922.88081,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2016","2016",880.66806,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2017","2017",800.09788,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2018","2018",898.89132,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","MAC","China, Macao Special Administrative Region","2019","2019",1039.61313,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BEN","Benin","2010","2010",937.60614,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BEN","Benin","2012","2012",979.41023,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BEN","Benin","2013","2013",980.72656,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BEN","Benin","2014","2014",991.13144,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BEN","Benin","2015","2015",1012.32443,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BEN","Benin","2016","2016",955.83327,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BEN","Benin","2017","2017",1231.7973,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","BEN","Benin","2018","2018",1090.65316,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MOZ","Mozambique","2012","2012",1617.58796,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MOZ","Mozambique","2013","2013",1865.41596,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MOZ","Mozambique","2016","2016",2129.03717,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MOZ","Mozambique","2017","2017",2073.31546,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","MOZ","Mozambique","2018","2018",2123.92496,"‡","UIS Estimation"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","NZL","New Zealand","2010","2010",389.36739,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","NZL","New Zealand","2011","2011",337.44019,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","NZL","New Zealand","2012","2012",327.22927,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","NZL","New Zealand","2013","2013",303.80331,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","NZL","New Zealand","2014","2014",271.38966,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","NZL","New Zealand","2015","2015",258.24845,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","NZL","New Zealand","2016","2016",259.66163,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","NZL","New Zealand","2017","2017",230.21808,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","NZL","New Zealand","2018","2018",317.67004,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","COG","Congo","2010","2010",138.69286,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","COG","Congo","2013","2013",138.51899,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","KNA","Saint Kitts and Nevis","2013","2013",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","KNA","Saint Kitts and Nevis","2015","2015",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","KNA","Saint Kitts and Nevis","2016","2016",0.36907,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MWI","Malawi","2010","2010",47.60686,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MWI","Malawi","2011","2011",39.34429,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MWI","Malawi","2013","2013",77.15462,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MWI","Malawi","2014","2014",30.07538,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MWI","Malawi","2015","2015",31.73431,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MWI","Malawi","2016","2016",30.561,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","THA","Thailand","2010","2010",34754.11894,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","THA","Thailand","2011","2011",48003.01916,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","THA","Thailand","2012","2012",48599.79961,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","THA","Thailand","2013","2013",45366.17816,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GUY","Guyana","2010","2010",9.5816,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GUY","Guyana","2011","2011",7.66828,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GUY","Guyana","2012","2012",9.46177,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","IDN","Indonesia","2010","2010",9264.48756,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","IDN","Indonesia","2012","2012",13521.451,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","IDN","Indonesia","2013","2013",13437.38433,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","IDN","Indonesia","2014","2014",12672.90969,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","IDN","Indonesia","2015","2015",15205.03989,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MEX","Mexico","2010","2010",4150.45435,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MEX","Mexico","2011","2011",5824.3028,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MEX","Mexico","2012","2012",5176.92907,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MEX","Mexico","2013","2013",5223.05046,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MEX","Mexico","2014","2014",5086.7238,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MEX","Mexico","2015","2015",4632.77149,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MEX","Mexico","2016","2016",3828.27672,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MEX","Mexico","2017","2017",3302.77047,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MEX","Mexico","2018","2018",3145.48497,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SVK","Slovakia","2010","2010",193.3321,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SVK","Slovakia","2011","2011",159.57301,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SVK","Slovakia","2012","2012",139.99691,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SVK","Slovakia","2013","2013",116.06918,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SVK","Slovakia","2014","2014",223.35901,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SVK","Slovakia","2015","2015",112.66166,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SVK","Slovakia","2016","2016",27.20768,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SVK","Slovakia","2017","2017",0.8055,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SVK","Slovakia","2018","2018",,"n","Magnitude nil or negligible"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","BRB","Barbados","2010","2010",9.11369,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","BRB","Barbados","2012","2012",6.20259,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","BRB","Barbados","2020","2020",,"n","Magnitude nil or negligible"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2010","2010",2998.94677,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2011","2011",3254.29397,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2012","2012",3394.39015,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2013","2013",3436.78087,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2014","2014",3710.72912,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2015","2015",3920.41293,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2016","2016",3911.70157,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2017","2017",4041.87097,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2018","2018",4443.69607,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GTM","Guatemala","2019","2019",4720.25117,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","HND","Honduras","2013","2013",2701.74389,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","HND","Honduras","2014","2014",3360.29334,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","HND","Honduras","2015","2015",3156.07975,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","HND","Honduras","2018","2018",3377.5846,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2010","2010",31.50567,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2011","2011",27.73731,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2012","2012",26.93775,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2013","2013",28.88516,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2014","2014",30.82091,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2015","2015",28.42506,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2016","2016",27.74633,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2017","2017",28.52503,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2018","2018",27.92882,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2019","2019",28.72152,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MUS","Mauritius","2020","2020",29.63567,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SEN","Senegal","2010","2010",3.89563,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SEN","Senegal","2011","2011",5.29838,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SEN","Senegal","2012","2012",2.57084,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SEN","Senegal","2013","2013",5.38554,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SEN","Senegal","2014","2014",3.7075,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SEN","Senegal","2015","2015",10.00188,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SEN","Senegal","2016","2016",,"n","Magnitude nil or negligible"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SEN","Senegal","2018","2018",,"n","Magnitude nil or negligible"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MCO","Monaco","2010","2010",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MCO","Monaco","2011","2011",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MCO","Monaco","2014","2014",,"n","Magnitude nil or negligible"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MCO","Monaco","2015","2015",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SWE","Sweden","2010","2010",278.00735,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SWE","Sweden","2011","2011",227.01237,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SWE","Sweden","2012","2012",209.4912,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SWE","Sweden","2013","2013",189.28773,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SWE","Sweden","2014","2014",200.22065,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SWE","Sweden","2015","2015",215.91859,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SWE","Sweden","2016","2016",215.22219,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SWE","Sweden","2017","2017",230.01051,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","SWE","Sweden","2018","2018",294.58382,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BHR","Bahrain","2012","2012",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BHR","Bahrain","2013","2013",58.486,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BHR","Bahrain","2014","2014",66.84215,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BHR","Bahrain","2015","2015",75.77862,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BHR","Bahrain","2016","2016",79.09336,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","BHR","Bahrain","2017","2017",70.37681,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TCD","Chad","2010","2010",83.04633,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TCD","Chad","2011","2011",78.03623,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TCD","Chad","2012","2012",154.26669,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TCD","Chad","2013","2013",220.7437,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TCD","Chad","2018","2018",57.88091,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SRB","Serbia","2010","2010",4653.3786,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SRB","Serbia","2011","2011",4650.00033,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SRB","Serbia","2012","2012",4537.51272,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SRB","Serbia","2014","2014",4332.80179,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SRB","Serbia","2015","2015",4253.14496,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SRB","Serbia","2016","2016",4219.05156,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SRB","Serbia","2017","2017",4397.13126,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SRB","Serbia","2018","2018",4436.46776,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SRB","Serbia","2019","2019",4672.59783,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2010","2010",778.79971,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2011","2011",278.36854,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2012","2012",393.89584,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2013","2013",1361.4362,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2014","2014",1453.40411,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2015","2015",1465.4228,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2016","2016",1546.9554,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2017","2017",1496.49132,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2018","2018",773.1844,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2019","2019",1078.40625,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","ZAF","South Africa","2020","2020",1307.95695,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","JPN","Japan","2010","2010",9300.63048,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","JPN","Japan","2011","2011",9703.54075,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","JPN","Japan","2012","2012",9868.37513,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","JPN","Japan","2013","2013",9896.41684,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","JPN","Japan","2014","2014",9935.06845,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","JPN","Japan","2016","2016",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","JPN","Japan","2017","2017",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","JPN","Japan","2018","2018",,"n","Magnitude nil or negligible"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","LBR","Liberia","2012","2012",,"n","Magnitude nil or negligible"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SGP","Singapore","2010","2010",10645.21049,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SGP","Singapore","2011","2011",11994.88841,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SGP","Singapore","2012","2012",12923.82896,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SGP","Singapore","2013","2013",12548.61353,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","FIN","Finland","2010","2010",16541.69024,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","FIN","Finland","2011","2011",16808.20206,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","FIN","Finland","2012","2012",18381.01401,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","FIN","Finland","2013","2013",18154.1085,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","FIN","Finland","2014","2014",18032.86658,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","FIN","Finland","2015","2015",17951.45621,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","FIN","Finland","2016","2016",17982.28489,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","FIN","Finland","2017","2017",17261.60319,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","FIN","Finland","2018","2018",17204.5675,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","URY","Uruguay","2011","2011",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","URY","Uruguay","2015","2015",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","URY","Uruguay","2016","2016",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","URY","Uruguay","2017","2017",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","URY","Uruguay","2018","2018",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","URY","Uruguay","2019","2019",,"a","Category not applicable"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","PAN","Panama","2011","2011",624.55888,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","PAN","Panama","2012","2012",679.96732,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","GNB","Guinea-Bissau","2010","2010",0.45753,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","GNB","Guinea-Bissau","2011","2011",0.43242,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","GNB","Guinea-Bissau","2012","2012",0.3985,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","GNB","Guinea-Bissau","2013","2013",0.30221,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2010","2010",8559.18197,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2011","2011",8453.87739,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2012","2012",9846.31998,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2013","2013",11758.15546,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2014","2014",13493.89576,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2015","2015",14963.15597,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2016","2016",14942.73613,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2017","2017",15793.74881,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2018","2018",15551.1976,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","PER","Peru","2019","2019",16423.87192,,
